event_no,event_name,pre_event,reaction_type,player,date,location,cause,proposal,key_topic,time_show,x_desktop,y_desktop,x_mobile,y_mobile,hashtag,tag
d267,"การชุมนุม ""ราษฎรเฟสติวัล"" โดยเครือข่ายคณะราษฎร กลุ่มภาคีนักศึกษาศาลายา กลุ่มนักเรียนอาชีวะ และกลุ่มแดงก้าวหน้า 63",d245,1,2,22-11-2563,"ถนนอักษะ เขตทวีวัฒนา 
กรุงเทพมหานคร",กดดันรัฐบาล พล.อ.ประยทธ์ จันทร์โอชา ย้ำจุดยืนในแนวทาง 3 ข้อเรียกร้องของกลุ่มราษฎร และรำลึกถึงเหตุการณ์ชุมนุมของกลุ่มคนเสื้อแดง และประกาศนัดชุมนุมใหญ่ 25 พ.ย. 63 ที่หน้าสำนักงานทรัพย์สินส่วนพระมหากษัตริย์,"1. นายกรัฐมนตรีต้องลาออก 

2. แก้รัฐธรรมนูญ 2560 

3. ปฏิรูปสถาบันพระมหากษัตริย์","1,2,3,4",,,,,,,
d268,การชุมนุมโดยกลุ่มพัฒนาแรงงานสัมพันธ์ตะวันออก,d245,1,2,22-11-2563,"สี่แยกปากร่วม บ่อวิน
จ.ชลบุรี",แสดงพลังต่อต้านเผด็จการ และเรียกร้องประชาธิปไตย  ,-,"1,2",,,,,,,
d269,"การชุมนุมโดยกลุ่มราษฎรสัญจรเชียงราย

#ม็อบ22พฤศจิกา ราษฎรสัญจรเชียงราย “เทิงจะบ่ทน” โดยกลุ่ม New Gen Chiangrai ",d245,1,2,22-11-2563,"ลานเฉลิมพระเกียรติ ต.เวียง อ.เทิง
จ.เชียงราย",เรียกร้องแก้ไขรัฐธรรมนูญ ขับไล่รัฐบาล หรือบุคคลในรัฐบาล และปฏิรูปสถาบันกษัตริย์,-,"1,2,3,4",,,,,,,
d270,กิจกรรมอุ่นเครื่องก่อนมีม็อบใหญ่โดยเครือข่ายแรงงานเพื่อสิทธิประชาชน,d245,1,2,23-11-2563,"บริเวณท่ารถตู้ต่างจังหวัด ตรงข้ามศูนย์การค้าฟิวเจอร์พาร์ค รังสิต
จ.ปทุมธานี",เพื่อแสดงจุดยืนไม่เอารัฐบาลเผด็จการทหาร,-,"1,2",,,,,,,
d271,การชุมนุมโดยประชาคมมอชอ,d245,1,2,23-11-2563,"หอศิลป์ มช. ตรงข้ามหอประชุม มช.
จ.เชียงใหม่",แสดงพลังต่อต้านเผด็จการ และเรียกร้องประชาธิปไตย  ,-,"1,2",,,,,,,
d272,การชุมนุมโดยแนวร่วมอาชีวะศรีสะเกษ ปกป้องประชาชน,d245,1,2,23-11-2563,"ศาลหลักเมืองจังหวัดศรีสะเกษ
จ.ศรีสะเกษ",โจมตีการบริหารงานของรัฐบาล,-,"1,2",,,,,,,
d273,"การชุมนุมโดยแนวร่วมนิสิต ""นครสวรรค์"" เพื่อประชาธิปไตย

#นครสวรรค์ไม่เอาเผด็จการ",d245,1,2,23-11-2563,"บ่อบำบัดน้ำเสีย (Street Art) เกาะญวน
จ.นครสวรรค์",แสดงพลังต่อต้านเผด็จการ และเรียกร้องประชาธิปไตย  ,-,"1,2",,,,,,,
d274,กิจกรรม จิบกาแฟ 112 แก้ว ไล่บิ๊กตู่ โดยกลุ่มอุดรพอกันที,d245,1,2,24-11-2563,"บริเวณสะพานเชื่อมพิพิธภัณฑ์เมืองอุดรธานี กับหนองประจักษ์ศิลปาคม
จ.อุดรธานี",โจมตี พลเอกประยุทธ จันโอชา นายกรัฐมนตรี,-,"1,2",,,,,,,
d275,หัวเกรียนรวมตัวบริเวณหน้าสำนักงานทรัพย์สินส่วนพระมหากษัตริย์,d276,2,4,24-11-2563,"สำนักงานทรัพย์สินส่วนพระมหากษัตริย์
กรุงเทพมหานคร",-,-,5,,,,,,,
d276,"การชุมนุมของคณะราษฎร #25พฤศจิกาไปSCB 

#ม็อบ25พฤศจิกา ทวงคืนสมบัติชาติ

(เกิดเหตุชุลมุนและความรุนแรง มีเสียงระเบิดและมีผู้ได้รับบาดเจ็บจากการถูกยิง)",d245,1,2,25-11-2563,"(เดิม) สำนักงานทรัพย์สินส่วนพระมหากษัตริย์ กรุงเทพมหานคร

(ใหม่) หน้าธนาคารไทยพาณิชย์สำนักงานใหญ่ รัชโยธิน กรุงเทพมหานคร",โจมตีรัฐบาลพลเอกประยุทธ์ จันทร์โอชา พูดถึงการปฏิรูปสถาบันพระมหากษัตริย์ (เน้นเรื่องทรัพย์สิน) และประกาศนัดชุมนุมวันที่ 27 พ.ย. 63,-,"1,2,3,4",,95,40,95,40,,
d277,การจัดชุมนุมโดยกลุ่มพิราบขาวเพื่อมวลชน,d276,1,2,25-11-2563,"ศาลหลักเมืองจังหวัดลำปาง
จ. ลำปาง",แสดงพลังต่อต้านเผด็จการ และเรียกร้องประชาธิปไตย  ,-,"1,2",,,,,,,
d278,การจัดชุมนุมโดยกลุ่มคณะราษฎรนครพนม,d276,1,2,25-11-2563,"ลานตะวันเบิกฟ้านครพนม
จ. นครพนม",แสดงพลังต่อต้านเผด็จการ และเรียกร้องประชาธิปไตย  ,-,"1,2,34",,,,,,,
d279,"การจัดชุมนุมโดยกลุ่มเสรีชนคนกาฬสินธุ์

#ม็อบ25พฤศจิกา #ลูกพระยาชัยไฝว้เผด็จการ",d276,1,2,25-11-2563,"ศาลากลางกาฬสินธุ์ (หลังเก่า)
จ. กาฬสินธุ์ -> อนุสาวรีย์พระยาชัยสุนทร จ.กาฬสินธุ์",จัดม็อบคู่ขนานกับการชุมนุมที่กรุงเทพมหานคร เรียกร้องแก้ไขรัฐธรรมนูญ ขับไล่รัฐบาล หรือบุคคลในรัฐบาล ปฏิรูปสถาบันกษัตริย์,"1. พลเอกประยุทธ์และคณะต้องลาออก

2. ยกเลิกรัฐธรรมนูญ 2560 และร่างรัฐธรรมนูญใหม่ 

3. ปฏิรูปสถาบันพระมหากษัตริย์ให้มาอยู่ภายใต้รัฐธรรมนูญ","1,2,3,4",,,,,,,
d280,"""ครูใหญ่"" อรรถพล บัวพัฒน์ ถูกจับตามหมายจับของศาลจังหวัดอุดรธานี ในความผิดตามประมวลกฎหมายอาญา 116 จากการชุมนุม “กฐินราษฎร ตลาดหลวง” เมื่อวันที่ 22 ตุลาคม 2563",d100,2,4,25-11-2563,"สน.มักกะสัน -> สน.พญาไท -> สภ.เมืองอุดรธานี
กรุงเทพมหานคร -> จ.อุดรธานี",-,-,6,,,,,,,
d281,กลุ่มศูนย์รวมประชาชนปกป้องสถาบัน กลุ่มไทยภักดี และมวลชน ร่วมรับเสด็จในหลวงรัชกาลที่ 10,d276,2,2,25-11-2563,"สวนลุมพินี
กรุงเทพมหานคร",แสดงความจงรักภักดีเฝ้าทูลละอองธุลีพระบาทรับเสด็จในหลวงรัชกาลที่ 10,-,5,,,,,,,
d282,การรวมตัวของคณะพลังแผ่นดินสยาม,d276,2,2,25-11-2563,"บริเวณสำนักงานทรัพย์สินส่วนพระมหากษัตริย์ จุดนัดหมายการชุมนุม (เดิม) ของคณะราษฎร  
กรุงเทพมหานคร",ปกป้องและเชิดชูสถาบันกษัตริย์,-,5,,,,,,,
d283,การรวมตัวของกลุ่มชายฉกรรจ์ หัวเกรียน ,d276,2,4,25-11-2563,"บริเวณแนวแบริเออร์ใกล้จุดนัดหมายการชุมนุม (เดิม) ของคณะราษฎร  
กรุงเทพมหานคร",-,-,5,,,,,,,
d284,"กิจกรรม ""จากขบถผีบุญ สู่ราษฎร 63"" โดยคณะอุบลปลดแอก",d276,1,2,26-11-2563,"โรงเรียนตั้งใจอนุกูลศึกษา
จ.อุบลราชธานี",แสดงพลังต่อต้านเผด็จการ และเรียกร้องประชาธิปไตย  ,-,"1,2,3,4",,,,,,,
d285,"การชุมนุมให้กำลังใจ ""ครูใหญ่"" อรรถพล บัวพัฒน์ โดยกลุ่มเสรีประชาธิปไตยอุดร",d280,2,2,26-11-2563,"ศาลหลักเมือง
จ.อุดรธานี","ให้กำลังใจ ""ครูใหญ่"" อรรถพล บัวพัฒน์ที่ถูกจับกุมตามหมายจับศาลจังหวัดอุดรธานี คดีตามประมวลกฎหมายอาญา มาตรา 116 จากการชุมนุม “กฐินราษฎร ตลาดหลวง” เมื่อวันที่ 22 ตุลาคม 2563",หยุดคุกคามประชาชน,1,,,,,,,
d286,กิจกรรมแจกพระราชหัตถเลขาแนวทางการปกครอง ร.7 ของคณะพลังแผ่นดินสยาม,d282,1,2,26-11-2563,"อนุเสาวรีย์ประชาธิปไตย
กรุงเทพมหานคร",เพื่อให้ความรู้ความประชาชน และประกาศแถลงการณ์คณะพลังแผ่นดินสยาม ฉบับที่ 2/2563,-,5,,,,,,,
d287,การชุมนุมของชมรมคนรักในหลวง จังหวัดเชียงราย,d276,2,2,26-11-2563,"ลานธรรม ลานศิลป์ ถิ่นพญามังราย ศาลากลางจังหวัดเชียงรายหลังแรก
จ.เชียงราย","- เทิดทูนสถาบันพระมหากษัตริย์ 

- ประณามและเรียกร้องให้กลุ่มคนที่มีพฤติกรรมจาบจ้วงหยุดการกระทำ 

- แสดงความคิดเห็นด้วยที่ พล.อ.ประยุทธ์ จันทร์โอชา นายกรัฐมนตรี พร้อมจะนำบทบัญญัติกฎหมายทุกมาตรามาบังคับใช้อย่างเคร่งครัดโดยยึดหลักนิติธรรม",-,5,,,,,,,
d288,"การชุมนุม ""ซ้อมต้านรัฐประหาร"" ของคณะราษฎร

#27พฤศจิกาไปห้าแยกลาดพร้าว",d276,1,2,27-11-2563,"ห้าแยกลาดพร้าว
กรุงเทพมหานคร","- เพื่อกดดันให้รัฐบาลทำตาม 3 ข้อเรียกร้องที่ได้เสนอไปก่อนหน้านี้ 

- ซักซ้อมรับมือรัฐประหาร โดยเรียกร้องให้ประชาชนออกมาร่วมกันแสดงพลัง หากมีการทำรัฐประหาร
","ข้อเรียกร้อง 3 ข้อ 

1. พล.อ.ประยุทธ์ และองคาพยพต้องลาออก 

2. ต้องมีร่างรัฐธรรมนูญใหญ่จากประชาชน

3. ปฏิรูปสถาบันพระมหากษัตริย์","1,2,3,4",,,,,,,
d289,นิสิต นักศึกษา ยื่นฟ้องนายกฯ และพวก เรียกค่าเสียหาย 3.5 ล้านบาท ออกประกาศสถานการณ์ฉุกเฉินร้ายแรงไม่ชอบ,d81,1,1,27-11-2563,"ศาลแพ่ง ถนนรัชดาภิเษก
กรุงเทพมหานคร","ยื่นฟ้อง พล.อ. ประยุทธ์ จันทร์โอชา นายกรัฐมนตรี เป็นจำเลยที่ 1 กับพวกรวม 6 คน ได้แก่ พล.อ. ประวิตร วงษ์สุวรรณ รองนายกรัฐมนตรี จำเลยที่ 2 , พล.ต.อ. สุวัฒน์ แจ้งยอดสุข ผู้บัญชาการตำรวจแห่งชาติ จำเลยที่ 3,สำนักนายกรัฐมนตรี จำเลยที่ 4, สำนักงานตำรวจแห่งชาติ จำเลยที่ 5 และกระทรวงการคลัง จำเลยที่ 6 ต่อศาลแพ่ง",เรียกค่าเสียหายจากเหตุละเมิดเสรีภาพในการชุมนุม และขอให้เพิกถอนประกาศพระราชกำหนดการบริหารราชการในสถานการณ์ฉุกเฉินที่มีความร้ายแรง พ.ศ. 2548 ซึ่งออกตามพระราชกำหนดการบริหารราชการในสถานการณ์ฉุกเฉิน พ.ศ. 2548 ไม่ชอบด้วยกฎหมาย,1,,,,,,,
d290,การจัดชุมนุมขององค์กรปลดเผด็จการเพื่อเสรีภาพ แนวร่วมสมุทรปราการและการชุมนุม เครือข่ายแรงงานเพื่อสิทธิประชาชน,d276,1,2,28-11-2563,ห้างอิมพีเรียลสำโรง -> แยกบางนา,"- จัดกิจกรรมแสดงออกทางการเมืองต่าง ๆ เช่น การร้องเพลง การเขียนข้อความลงบนป้ายผ้า การปราศรัย (เรื่องการศึกษา สิทธิแรงงานและพนักงานบริการ ความเท่าเทียมกันทางเพศ) การจัดแสดงเรือดำน้ำจากคณะราษฎรพระประแดง และการเขียนข้อความด้วยชอล์คและพ่นข้อความด้วยสเปรย์สีลงบนพื้นถนน

- ยืนยัน 3 ข้อเรียกร้องจากประชาชนทุกภาคส่วน ที่มีไปถึงพล.อ.ประยุทธ์ จันทร์โอชา นายกรัฐมนตรี","ข้อเรียกร้อง 3 ข้อ 

1. พล.อ.ประยุทธ์ และองคาพยพต้องลาออก 

2. ต้องมีร่างรัฐธรรมนูญใหญ่จากประชาชน

3. ปฏิรูปสถาบันพระมหากษัตริย์","1,2,3,4",,,,,,,
d291,"กิจกรรม ""แรลลี่ก๊าบ ๆ ปราบเผด็จการ"" โดยกลุ่มเครือข่ายคนรุ่นใหม่นนทบุรี",d276,1,2,28-11-2563,"MRT ศูนย์ราชการนนทบุรี
กรุงเทพมหานคร",ยืนยันตาม 3 ข้อเรียกร้องจากรัฐบาล และซักซ้อมรับมือรัฐประหารด้วยสันติวิธี,"ข้อเรียกร้อง 3 ข้อ 

1. พล.อ.ประยุทธ์ และองคาพยพต้องลาออก 

2. ต้องมีร่างรัฐธรรมนูญใหญ่จากประชาชน

3. ปฏิรูปสถาบันพระมหากษัตริย์","1,2,3,4",,,,,,,
d292,"การชุมนุมของคณะราษฎร #29พฤศจิกาไปราบ11
",d288,1,2,29-11-2563,"(เดิม) กรมทหารราบที่ 1 ถนนวิภาวดี กรุงเทพมหานคร ซึ่งเป็นสถานที่ตั้งของบ้านพักที่ พล.อ.ประยุทธ์ จันทร์โอชา

(ใหม่) กรมทหารราบที่ 11 มหาดเล็กราชวัลลภรักษาพระองค์ กรุงเทพมหานคร","- ทำกิจกรรมเชิงสัญลักษณ์เทสีแดง ลงที่พื้นและลวดหนามหน้าแนวกั้นของตำรวจ เพื่อทวงถามความเป็นธรรมแก่ผู้เสียชีวิตจากเหตุการณ์การสลายชุมนุมแนวร่วมประชาธิปไตยต่อต้านเผด็จการแห่งชาติ (นปช.) เมื่อปีพ.ศ. 2553

-  อ่านประกาศให้ยกเลิก พ.ร.ก. โอนอัตรากำลังพลฯ ของกรมทหารราบที่ 1 และ 11 ซึ่งถูกโอนไปเป็นส่วนราชการในพระองค์เมื่อปี 2562 คืนสู่ต้นสังกัดเดิมของกองทัพ เพื่อให้สถาบันกษัตริย์ ไม่มีส่วนก้าวก่ายแทรกแซงการทำงานของรัฐบาล",ยกเลิก พ.ร.ก. โอนอัตรากำลังพลฯ,"1,2,3,4",,,,,,,
d293,"กิจกรรม ""ทำความจริงให้ปรากฏ"" ของคนไทยในออสเตรเลีย",d276,1,2,29-11-2563,"Sydney Town Hall  
ประเทศออสเตรเลีย",เพื่อสนับสนุนการต่อสู้ของกลุ่มคณะราษฎรในบ้านเกิด,-,"1,2,3,4",,,,,,,
d294,กิจกรรมเสวนา เกี่ยวกับพระราชกรณียกิจของพระมหากษัตริย์ทุกพระองค์ โดยกลุ่มอาชีวะปกป้องสถาบัน,d276,2,2,29-11-2563,"บริเวณลานอนุสาวรีย์พระเจ้าตากสินมหาราช
กรุงเทพมหานคร",ปกป้องสถาบันพระมหากษัตริย์,-,5,,,,,,,
d295,การจัดชุมนุมของกลุ่มราษฎรใต้,d292,1,2,30-11-2563,"หน้าหอประชุมจัตุรัสเทศบาลนครหาดใหญ่ อ.หาดใหญ่ 
จ.สงขลา ",เพื่อแสดงออกเชิงสัญลักษณ์ทางการเมือง และปราศัยหลากหลายประเด็น ทั้งเรื่องระบบการศึกษาการละเมิดสิทธิมนุษยชนในจังหวัดชายแดนภาคใต้ ความไม่โปร่งใสของนิคมอุตสหกรรมจะนะ การใช้อำนาจเอื้อประโยชน์แก่กลุ่มทุนรวมถึงเรื่องทรัพย์สินพระมหากษัตริย์,-,"1,2,3,4",,,,,,,
d296,การรวมตัวกันของมวลชนคนเสื้อเหลือง,d295,2,2,30-11-2563,"ใกล้หอประชุมจัตุรัสเทศบาลนครหาดใหญ่ อ.หาดใหญ่ 
จ.สงขลา ",เพื่อขัดขวางการจัดกิจกรรมของกลุ่มราษฎรใต้ และปกป้องสถาบันพระมหากษัตริย์,-,5,,,,,,,
d297,กิจกรรม “ชวนเพื่อนมาม็อบ” ของกลุ่มภาคีนักเรียน UDN,d292,1,2,01-12-2563,"บริเวณลานแอโรบิค หนองประจักษ์ 
จ.อุดรธานี","- ปราศรัยเรื่องระบบการศึกษาไทย และเรียกร้องความเท่าเทียมให้คนเท่ากับคน ทุกคนต้องอยู่ใต้รัฐธรรมนูญอย่างเท่ากัน

- จัดบูธให้ความรู้ต่างๆ ไม่ว่าจะเป็น เรื่องกฎหมายกับสถาบันกษัตริย์ฯ, LGBTQ+Feminist ไปจนถึงการศึกษาไทย",-,"1,2,3,4",,,,,,,
d298,"การชุมนุมของคณะราษฎร

#ม็อบ2ธันวา ไล่จันทร์ ""โอ"" ชาออกไป",d292,1,2,02-12-2563,"(เดิม) หน้าศาลรัฐธรรมนูญ
กรุงเทพมหานคร

(ใหม่) ห้าแยกลาดพร้าว
กรุงเทพมหานคร","- วิจารณ์การทำงานของสถาบันตุลาการ หลังจากศาลรัฐธรรมนูญวินิจฉัยให้ พล.อ. ประยุทธ์ ไม่ขาดคุณสมบัติการเป็นนายกฯ 

- จัดกิจกรรมเชิงสัญลักษณ์ เช่น ""แจกกล้วยลิง-ทุบศาลพระภูมิ"" รวมทั้งการตกแต่งเวทีปราศรัยเป็นบัลลังก์ศาลรัฐธรรมนูญจำลอง ด้านหลังเขียนชื่อว่า ""ศาลประชาชน"" ที่มีตุลาการเป็น ""เป็ดเหลือง"" ในชุดครุยสีดำแถบแดง นอกจากนี้ยังมีการพิมพ์รูปตุลาการศาลรัฐธรรมนูญบนป้ายไวนิลขนาดใหญ่และให้ผู้คนเขียนระบายความรู้สึกต่อคำวินิจฉัย ",-,"1,2,3,4",,95,20,95,20,,
d299,"กิจกรรม ""ราษฎรขอนแก่นออนทัวร์"" โดยกลุ่มราษฎรขอนแก่น และกลุ่มขอนแก่นพอกันที",d298,1,2,04-12-2563,"สวนสาธารณะสระหนองโก อ.กระนวน
จ.ขอนแก่น",อธิบายประเด็นข้อเรียกร้องทั้ง 3 ข้อของคณะราษฎร 63 เพื่อให้ประชาชนเข้าใจมากที่สุด และให้พื้นที่ประชาชนออกมาแสดงความคิดเห็น และแชร์ประสบการณ์ในการเรียกร้อง ,"ข้อเรียกร้อง 3 ข้อ 

1. พล.อ.ประยุทธ์ และองคาพยพต้องลาออก 

2. ต้องมีร่างรัฐธรรมนูญใหญ่จากประชาชน

3. ปฏิรูปสถาบันพระมหากษัตริย์","1,2,3,4",,,,,,,
d300,กิจกรรมเดินขบวนโดยกลุ่มพรรควิฬาร์,d298,1,2,05-12-2563,"มหาวิทยาลัยเชียงใหม่ -> แยกนิมมานฯ (แยกรินคำ) 
จ.เชียงใหม่",เพื่อรณรงค์ให้ความรู้เรื่องรัฐธรรมนูญ และสนับสนุน 3 เรียกร้องของคณะราษฎร,"ข้อเรียกร้อง 3 ข้อ 

1. พล.อ.ประยุทธ์ และองคาพยพต้องลาออก 

2. ต้องมีร่างรัฐธรรมนูญใหญ่จากประชาชน

3. ปฏิรูปสถาบันพระมหากษัตริย์","1,2,3,4",,,,,,,
d301,การรวมตัวชุมนุมของกลุ่มราษฎรฝั่งธนบุรี,d298,1,2,06-12-2563,"ถนนลาดหญ้า ใกล้อนุสาวรีย์สมเด็จพระเจ้าตากสินมหาราช
กรุงเทพมหานคร","- จัดกิจกรรมเชิงสัญลักษณ์ โดยสักการะสมเด็จพระเจ้าตากสินมหาราช 

- จัดปราศรัยบนเวทีในหัวข้อ ""การสิ้นพระชนม์ของสมเด็จพระเจ้าตากสินมหาราช"" รวมทั้งการอุ้มหายของนักเคลื่อนไหวทางการเมือง 

- ยืนยันเรียกร้อง 3 ข้อ เช่นเดียวกับกลุ่มราษฎร ","ข้อเรียกร้อง 3 ข้อ 

1. พล.อ.ประยุทธ์ และองคาพยพต้องลาออก 

2. ต้องมีร่างรัฐธรรมนูญใหญ่จากประชาชน

3. ปฏิรูปสถาบันพระมหากษัตริย์","1,2,3,4",,,,,,,
d302,ภารกิจเก็บกู้ลวดหนามหีบเพลงที่แยกอุรุพงษ์โดยกลุ่ม We Volunteer,d298,1,2,07-12-2563,"ซอยเพชรบุรี 2
กรุงเทพมหานคร",ภารกิจเก็บกู้ลวดหนามหีบเพลงที่ถูกตำรวจทิ้งไว้ซึ่งกีดขวางและสร้างความเดือดร้อนให้กับประชาชน,-,1,,,,,,,
d303,ตำรวจออกหมายเรียก 4 ผู้ต้องหาตามความผิดแห่งประมวลกฎหมายอาญามาตรา 112 มาตรา 116 และมาตรา 4 ของพ.ร.บ.ควบคุมการโฆษณาโดยใช้เครื่องขยายเสียงฯ จากการชุมนุมเมื่อวันที่ 26 ต.ค. 63 ที่บริเวณหน้าสถานทูตเยอรมนี,d162,2,4,09-12-2563,"สน.ทุ่งมหาเมฆ
กรุงเทพมหานคร",-,-,6,,,,,,,
d304,นิสิต ศิษย์เก่า และอาจารย์จากคณะอักษรศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย กว่า 30 คน  รวมตัว,d303,2,2,09-12-2563,"หน้า สน.ทุ่งมหาเมฆ
กรุงเทพมหานคร",ให้กำลังใจผู้ต้องหาทุกคน ซึ่งบางส่วนเป็นนิสิตและศิษย์เก่าจากคณะอักษรศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย และมีการชูป้ายรณรงค์ให้ยกเลิกมาตรา 112,หยุดคุกคามประชาชน,"1,4",,,,,,,
d305,กิจกรรม “ยกเลิก 112 สิ แล้วเราจะเล่าให้ฟัง” ของ Mobfest x ธรรมศาสตร์และการชุมนุม ,d239,1,2,10-12-2563,"อนุสรณ์สถาน 14 ตุลา
กรุงเทพมหานคร",จัดวงเสวนาวิชาการและนิทรรศการให้ความรู้เกี่ยวกับประมวลกฎหมายอาญา มาตรา 112,-,4,,,,,,,
d306,กลุ่ม 24 มิถุนาประชาธิปไตย รวมตัวชุมนุมต่อต้านมาตรา 112,d298,1,2,10-12-2563,"หน้าสำนักงานองค์การสหประชาชาติ (UN)
กรุงเทพมหานคร",นัดรวมตัวชุมนุมและเดินทางไปยื่นหนังสือที่องค์การสหประชาชาติ เพื่อรณรงค์ให้ยกเลิกการใช้ประมวลกฎหมายอาญา มาตรา 112,เรียกร้องให้นานาชาติกดดันรัฐบาลไทยให้ยกเลิกกฎหมายหมิ่นพระบรมเดชานุภาพ มาตรา 112 และเรียกร้องให้รัฐบาลไทยยุติการดำเนินคดีกับผู้ชุมนุม นิสิตนักศึกษา ประชาชน และแกนนำการชุมนุมต่าง ๆ โดยเร็ว,4,,,,,,,
d307,"กิจกรรม ""นัดรวมพลทวงคืนรัฐธรรมนูญของราษฎร"" โดยแนวร่วมนิสิตมมส.เพื่อประชาธิปไตย ",d298,1,2,10-12-2563,"หอนาฬิกา
จ.มหาสารคาม",แสดงพลังต่อต้านเผด็จการ และเรียกร้องประชาธิปไตย ,-,"1,2,3,4",,,,,,,
d308,พนักงานสอบสวน สน.ยานนาวา นัด 2 สมาชิกกลุ่มบุรีรัมย์ปลดแอก ผู้ต้องหาคดีประมวลกฎหมายอาญามาตรา 112 จากการร่วมงาน #ม็อบ29ตุลา เดินแฟชั่นที่สีลม รับทราบข้อกล่าวหา,d179,2,4,17-12-2563,"สน.ยานนาวา
กรุงเทพมหานคร",-,-,6,,,,,,,
d309,กลุ่ม We Volunteer รวมตัวชุมนุม,d308,2,2,17-12-2563,"หน้า สน.ยานนาวา
กรุงเทพมหานคร",เพื่อให้กำลังใจ 2 สมาชิกกลุ่มบุรีรัมย์ปลดแอก ผู้ต้องหาคดีประมวลกฎหมายอาญามาตรา 112 โดยหนึ่งในนั้ันเป็นสมาชิกของกลุ่ม We Volunteer,หยุดคุกคามประชาชน,1,,,,,,,
d310,กลุ่ม Free Thai movement in Denmark and The Student movement for Danish Thai Solidarity และกลุ่มนักเรียนไทยในเดนมาร์ก จัดกิจกรรมประท้วง,d298,1,2,19-12-2563,"City Hall Square (Rådhuspladsen) กรุงโคเปนเฮเกน 
ประเทศเดนมาร์ก","- สนับสนุนการเคลื่อนไหวนักเรียนในไทย 

- สนับสนุนแนวคิดรัฐสวัสดิการ 

- ร่วมขับไล่เผด็จการ และประจานการใช้กฏหมายคุกคามประชาชน",-,"1,2,3,4",,,,,,,
d311,เพนกวิน-พริษฐ์ ชิวารักษ์ และรุ้ง-ปนัสยา สิทธิจิรวัฒนกุล สองแกนนำกลุ่มราษฎร พร้อมกลุ่มเพื่อน นัดกันสวมชุดครอปท็อป,d308,2,1,20-12-2563,"ห้างสรรพสินค้าสยามพารากอน
กรุงเทพมหานคร","แต่งกายแสดงออกเชิงสัญลักษณ์ เพื่อยืนยันว่าการสวมชุดครอปท็อปไม่ใช่เรื่องผิดกฎหมาย หลังจากมีเยาวชนอายุ 16 ปีสวมชุดครอปท็อป พร้อมเขียนข้อความ  ""พ่อกูชื่อมานะ"" เข้าร่วมชุมนุมที่ถนนสีลมเมื่อวันที่ 29 ตุลาคม 2563 แล้วถูกดำเนินคดีตามกฎหมายอาญามาตรา 112",-,1,,,,,,,
d312,เจ้าหน้าที่ตำรวจ สน.บางเขน แกนนำคณะราษฎรและผู้ร่วมชุมนุม รวม 8 คน เข้ารับทราบข้อกล่าวหาตามหมายเรียกในความผิดตามประมวลกฎหมายอาญามาตรา 112 และยุยงปลุกปั่นตามตามมาตรา 116 และข้อหาอื่น ๆ รวม 8 ข้อหา กรณีชุมนุมปราศรัยหน้ากรมทหารราบที่ 11 เมื่อวันที่ 29 พฤศจิกายน 2563,d292,2,4,21-12-2563,"สน.บางเขน
กรุงเทพมหานคร",-,-,6,,,,,,,
d313,"ประชาชนร่วมตั้งขบวน ""ขันหมากจำลอง"" กับแกนนำและแนวร่วมคณะราษฎรและรวมตัวชุมนุม",d312,2,2,21-12-2563,"หน้า สน.บางเขน
กรุงเทพมหานคร",ให้กำลังใจแกนนำคณะราษฎรและผู้ร่วมชุมนุม จากการเข้ารับทราบข้อกล่าวหาตามหมายเรียกในความผิดตามประมวลกฎหมายอาญามาตรา 112 และยุยงปลุกปั่นตามตามมาตรา 116 และข้อหาอื่น ๆ รวม 8 ข้อหา กรณีชุมนุมปราศรัยหน้ากรมทหารราบที่ 11 เมื่อวันที่ 29 พฤศจิกายนที่ผ่านมา และจัดให้มีการปราศรัยทั้งจากแกนนำคณะราษฎร รวมถึงประชาชนผู้ถูกออกหมายเรียกรายอื่น ๆ,หยุดคุกคามประชาชน,1,,,,,,,
d314,ตำรวจนัดแกนนำม็อบ 6 คน เข้ารับทราบข้อหาตามหมายเรียกคดีประมวลกฎหมายอาญา มาตรา 112 จากการชุมนุมปราศรัยในม็อบ 25 พฤศจิกาไป scb หน้าธนาคารไทยพาณิชย์สำนักงานใหญ่ ถนนรัชดาภิเษก,d276,2,4,22-12-2563,"สน.พหลโยธิน
กรุงเทพมหานคร",-,-,6,,,,,,,
d315,ประชาชนรวมกลุ่มให้กำลังใจแกนนำม็อบ,d314,2,2,22-12-2563,"หน้า สน.พหลโยธิน
กรุงเทพมหานคร",ให้กำลังใจแกนนำม็อบผู้โดนคดีข้อหาตามประมวลกฎหมาย มาตรา 112,หยุดคุกคามประชาชน,1,,,,,,,
d316,กิจกรรมจำหน่ายกุ้งขาว โดยกลุ่ม We Volunteer เครือข่ายกลุ่มราษฎร,d309,1,2,26-12-2563,"หน้าทำเนียบรัฐบาล
กรุงเทพมหานคร",เปิดจำหน่ายกุ้งขาวกว่า 1 ตันในราคากิโลกรัมละ 170 บาท เพื่อเป็นการช่วยเหลือบรรเทาความเดือดร้อนเกษตรกรผู้เลี้ยงกุ้งจากการแพร่ระบาดของโรคโควิด-19 ในพื้นที่ที่เชื่อมโยงกับตลาดกลางกุ้ง จังหวัดสมุทรสาคร ,-,6,,,,,,,
